material_id,creation_date,pr_item,po_type,po_category,date_delivery_requested,po_line,po_del_flag,po_item_del_flag,demand,first_requested_date,po_number,po_item,location_from_id,location_to_id
material_10,01-04-2020,0,External,FALSE,28-04-2020,1,#,#,26000,28-04-2020,po_number_10017,po_item_1,supplier_109,manufacturing_plant_4
material_10,01-04-2020,0,External,FALSE,28-04-2020,1,#,#,26000,28-04-2020,po_number_10018,po_item_1,supplier_109,manufacturing_plant_4
material_10,01-04-2020,0,External,FALSE,20-04-2020,1,#,#,26000,20-04-2020,po_number_10019,po_item_1,supplier_109,manufacturing_plant_4
material_18,13-03-2019,0,External,FALSE,13-03-2019,1,#,#,110.418,13-03-2019,po_number_1002,po_item_3,supplier_7,manufacturing_plant_2
material_8,15-05-2019,0,External,FALSE,13-03-2019,1,#,#,10,13-03-2019,po_number_1002,po_item_5,supplier_20,manufacturing_plant_4
material_10,01-04-2020,0,External,FALSE,20-04-2020,1,#,#,26000,20-04-2020,po_number_10020,po_item_1,supplier_109,manufacturing_plant_4
material_41,18-09-2019,0,External,FALSE,09-10-2019,1,#,#,7881,09-10-2019,po_number_10021,po_item_1,supplier_7,manufacturing_plant_4
material_16,01-04-2020,0,External,FALSE,08-04-2020,1,#,#,24000,08-04-2020,po_number_10022,po_item_1,supplier_5,raw_materials_warehouse_1
material_15,01-04-2020,0,External,FALSE,06-04-2020,1,#,#,24000,06-04-2020,po_number_10023,po_item_1,supplier_4,raw_materials_warehouse_1
material_15,01-04-2020,0,External,FALSE,07-04-2020,1,#,#,24000,07-04-2020,po_number_10024,po_item_1,supplier_4,raw_materials_warehouse_1
material_15,01-04-2020,0,External,FALSE,08-04-2020,1,#,#,24000,08-04-2020,po_number_10025,po_item_1,supplier_4,raw_materials_warehouse_1
material_41,18-09-2019,0,External,FALSE,09-10-2019,1,#,#,20682,09-10-2019,po_number_10026,po_item_1,supplier_7,manufacturing_plant_4
material_16,01-04-2020,0,External,FALSE,07-04-2020,1,#,#,24000,07-04-2020,po_number_10027,po_item_1,supplier_5,raw_materials_warehouse_1
material_17,01-04-2020,0,External,FALSE,07-04-2020,1,#,#,17600,07-04-2020,po_number_10028,po_item_1,supplier_6,raw_materials_warehouse_1
material_26,07-04-2020,0,External,FALSE,07-04-2020,1,#,#,6.232,07-04-2020,po_number_10028,po_item_3,supplier_7,manufacturing_plant_2
material_26,07-04-2020,0,External,FALSE,07-04-2020,1,#,#,2.136,07-04-2020,po_number_10028,po_item_4,supplier_7,manufacturing_plant_2
material_17,01-04-2020,0,External,FALSE,06-04-2020,1,#,#,17600,06-04-2020,po_number_10029,po_item_1,supplier_6,raw_materials_warehouse_1
material_26,06-04-2020,0,External,FALSE,06-04-2020,1,#,#,7.216,06-04-2020,po_number_10029,po_item_3,supplier_7,manufacturing_plant_2
material_15,09-04-2019,0,External,FALSE,17-04-2019,1,#,#,22000,17-04-2019,po_number_1003,po_item_1,supplier_4,raw_materials_warehouse_1
material_15,01-04-2020,0,External,FALSE,06-04-2020,1,#,#,24000,06-04-2020,po_number_10030,po_item_1,supplier_4,raw_materials_warehouse_1
material_14,01-10-2019,10,External,FALSE,14-11-2019,1,#,#,24000,14-11-2019,po_number_10031,po_item_1,supplier_2,raw_materials_warehouse_1
material_40,24-10-2019,0,External,FALSE,31-10-2019,1,#,#,19269,31-10-2019,po_number_10032,po_item_1,supplier_94,manufacturing_plant_4
material_14,01-10-2019,10,External,FALSE,29-11-2019,1,#,#,24000,29-11-2019,po_number_10033,po_item_1,supplier_2,raw_materials_warehouse_1
material_14,01-10-2019,10,External,FALSE,28-11-2019,1,#,#,24000,28-11-2019,po_number_10034,po_item_1,supplier_2,raw_materials_warehouse_1
material_14,01-10-2019,10,External,FALSE,27-11-2019,1,#,#,24000,27-11-2019,po_number_10035,po_item_1,supplier_2,raw_materials_warehouse_1
material_17,01-04-2020,0,External,FALSE,09-04-2020,1,#,#,22000,09-04-2020,po_number_10036,po_item_1,supplier_6,raw_materials_warehouse_1
material_26,10-04-2020,0,External,FALSE,09-04-2020,1,#,#,253.22,09-04-2020,po_number_10036,po_item_3,supplier_7,manufacturing_plant_2
material_9,01-04-2020,0,External,FALSE,28-07-2020,1,#,#,1725,28-07-2020,po_number_10037,po_item_1,supplier_20,manufacturing_plant_4
material_9,01-04-2020,0,External,FALSE,18-08-2020,1,#,#,1725,18-08-2020,po_number_10038,po_item_1,supplier_20,manufacturing_plant_4
material_9,01-04-2020,0,External,FALSE,06-10-2020,1,#,#,1725,06-10-2020,po_number_10039,po_item_1,supplier_20,manufacturing_plant_4
material_29,10-04-2019,0,External,FALSE,07-05-2019,1,#,#,19800,07-05-2019,po_number_1004,po_item_1,supplier_79,manufacturing_plant_4
material_30,01-04-2020,0,External,FALSE,14-07-2020,1,#,#,40,14-07-2020,po_number_10040,po_item_1,supplier_7,manufacturing_plant_4
material_9,01-04-2020,0,External,FALSE,01-09-2020,1,#,#,1725,01-09-2020,po_number_10041,po_item_1,supplier_20,manufacturing_plant_4
material_9,01-04-2020,0,External,FALSE,22-09-2020,1,#,#,1725,22-09-2020,po_number_10042,po_item_1,supplier_20,manufacturing_plant_4
material_30,01-04-2020,0,External,FALSE,01-09-2020,1,#,#,40,01-09-2020,po_number_10043,po_item_1,supplier_7,manufacturing_plant_4
material_24,25-10-2019,0,External,FALSE,04-11-2019,1,#,#,1,04-11-2019,po_number_10044,po_item_3,supplier_59,manufacturing_plant_2
material_30,01-04-2020,0,External,FALSE,22-09-2020,1,#,#,40,22-09-2020,po_number_10045,po_item_1,supplier_7,manufacturing_plant_4
material_30,01-04-2020,0,External,FALSE,06-10-2020,1,#,#,40,06-10-2020,po_number_10046,po_item_1,supplier_7,manufacturing_plant_4
material_24,25-10-2019,0,External,FALSE,04-11-2019,1,#,#,1,04-11-2019,po_number_10047,po_item_3,supplier_59,manufacturing_plant_2
material_9,01-04-2020,0,External,FALSE,14-07-2020,1,#,#,1725,14-07-2020,po_number_10048,po_item_1,supplier_20,manufacturing_plant_4
material_33,22-05-2019,10,External,FALSE,07-06-2019,1,#,#,227136,02-06-2019,po_number_10049,po_item_1,supplier_4,manufacturing_plant_4
material_29,10-04-2019,0,External,FALSE,07-05-2019,1,#,#,19800,07-05-2019,po_number_1005,po_item_1,supplier_79,manufacturing_plant_4
material_24,10-06-2019,0,External,FALSE,20-06-2019,1,#,#,1,20-06-2019,po_number_10050,po_item_3,supplier_59,manufacturing_plant_2
material_24,10-06-2019,0,External,FALSE,20-06-2019,1,#,#,1,20-06-2019,po_number_10051,po_item_3,supplier_59,manufacturing_plant_2
material_14,07-06-2019,10,External,FALSE,23-07-2019,1,#,#,24000,23-07-2019,po_number_10052,po_item_1,supplier_2,raw_materials_warehouse_1
material_18,16-04-2020,0,External,FALSE,06-04-2020,1,#,#,116.325,06-04-2020,po_number_10053,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,06-04-2020,1,#,#,27980,06-04-2020,po_number_10053,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,06-04-2020,1,#,#,50,06-04-2020,po_number_10053,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,06-04-2020,1,#,#,53.82,06-04-2020,po_number_10054,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,06-04-2020,1,#,#,27580,06-04-2020,po_number_10054,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,06-04-2020,1,#,#,20,06-04-2020,po_number_10054,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,87.055,08-04-2020,po_number_10055,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,08-04-2020,1,#,#,25260,08-04-2020,po_number_10055,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,08-04-2020,1,#,#,10,08-04-2020,po_number_10055,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,105.547,08-04-2020,po_number_10055,po_item_4,supplier_37,manufacturing_plant_3
material_17,02-04-2020,10,External,FALSE,10-04-2020,1,#,#,22000,10-04-2020,po_number_10056,po_item_1,supplier_6,raw_materials_warehouse_1
material_26,10-04-2020,0,External,FALSE,10-04-2020,1,#,#,138.12,10-04-2020,po_number_10056,po_item_3,supplier_7,manufacturing_plant_2
material_26,10-04-2020,0,External,FALSE,10-04-2020,1,#,#,43.1,10-04-2020,po_number_10056,po_item_4,supplier_7,manufacturing_plant_2
material_18,16-04-2020,0,External,FALSE,12-04-2020,1,#,#,195.074,12-04-2020,po_number_10057,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,12-04-2020,1,#,#,27640,12-04-2020,po_number_10057,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,12-04-2020,1,#,#,30,12-04-2020,po_number_10057,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,12-04-2020,1,#,#,174.096,12-04-2020,po_number_10058,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,12-04-2020,1,#,#,28060,12-04-2020,po_number_10058,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,12-04-2020,1,#,#,20,12-04-2020,po_number_10058,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,10-04-2020,1,#,#,85.402,10-04-2020,po_number_10059,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,10-04-2020,1,#,#,24760,10-04-2020,po_number_10059,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,10-04-2020,1,#,#,30,10-04-2020,po_number_10059,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,10-04-2020,1,#,#,103.542,10-04-2020,po_number_10059,po_item_4,supplier_37,manufacturing_plant_3
material_11,10-04-2019,0,External,FALSE,30-04-2019,1,#,#,22000,30-04-2019,po_number_1006,po_item_1,supplier_100,raw_materials_warehouse_2
material_18,16-04-2020,0,External,FALSE,10-04-2020,1,#,#,63.801,10-04-2020,po_number_10060,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,10-04-2020,1,#,#,18500,10-04-2020,po_number_10060,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,10-04-2020,1,#,#,20,10-04-2020,po_number_10060,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,10-04-2020,1,#,#,77.353,10-04-2020,po_number_10060,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,07-04-2020,1,#,#,93.654,07-04-2020,po_number_10061,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,07-04-2020,1,#,#,23660,07-04-2020,po_number_10061,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,07-04-2020,1,#,#,50,07-04-2020,po_number_10061,po_item_4,supplier_20,manufacturing_plant_4
material_14,10-06-2019,10,External,FALSE,16-08-2019,1,#,#,24000,16-08-2019,po_number_10062,po_item_1,supplier_2,raw_materials_warehouse_1
material_14,10-06-2019,10,External,FALSE,19-08-2019,1,#,#,24000,19-08-2019,po_number_10063,po_item_1,supplier_2,raw_materials_warehouse_1
material_14,10-06-2019,10,External,FALSE,12-08-2019,1,#,#,24000,09-08-2019,po_number_10064,po_item_1,supplier_2,raw_materials_warehouse_1
material_18,16-04-2020,0,External,FALSE,07-04-2020,1,#,#,79.201,07-04-2020,po_number_10065,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,07-04-2020,1,#,#,22980,07-04-2020,po_number_10065,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,07-04-2020,1,#,#,10,07-04-2020,po_number_10065,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,07-04-2020,1,#,#,96.024,07-04-2020,po_number_10065,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,07-04-2020,1,#,#,81.75,07-04-2020,po_number_10066,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,07-04-2020,1,#,#,23700,07-04-2020,po_number_10066,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,07-04-2020,1,#,#,30,07-04-2020,po_number_10066,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,07-04-2020,1,#,#,99.114,07-04-2020,po_number_10066,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,80.337,08-04-2020,po_number_10067,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,08-04-2020,1,#,#,23300,08-04-2020,po_number_10067,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,08-04-2020,1,#,#,20,08-04-2020,po_number_10067,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,97.402,08-04-2020,po_number_10067,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,86.814,08-04-2020,po_number_10068,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,08-04-2020,1,#,#,25180,08-04-2020,po_number_10068,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,08-04-2020,1,#,#,20,08-04-2020,po_number_10068,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,105.254,08-04-2020,po_number_10068,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,79.149,08-04-2020,po_number_10069,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,08-04-2020,1,#,#,22900,08-04-2020,po_number_10069,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,08-04-2020,1,#,#,75,08-04-2020,po_number_10069,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,08-04-2020,1,#,#,95.961,08-04-2020,po_number_10069,po_item_4,supplier_37,manufacturing_plant_3
material_18,03-05-2019,0,External,FALSE,03-05-2019,1,#,#,171.068,03-05-2019,po_number_1007,po_item_3,supplier_7,manufacturing_plant_2
material_20,25-04-2019,0,External,FALSE,03-05-2019,1,#,#,23200,03-05-2019,po_number_1007,po_item_1,supplier_37,manufacturing_plant_3
material_20,26-06-2019,0,External,FALSE,03-05-2019,1,#,#,20,03-05-2019,po_number_1007,po_item_5,supplier_37,manufacturing_plant_3
material_21,03-05-2019,0,External,FALSE,03-05-2019,1,#,#,58.365,03-05-2019,po_number_1007,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,80.337,09-04-2020,po_number_10070,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,23300,09-04-2020,po_number_10070,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,09-04-2020,1,#,#,20,09-04-2020,po_number_10070,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,97.402,09-04-2020,po_number_10070,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,86.47,09-04-2020,po_number_10071,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,25080,09-04-2020,po_number_10071,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,09-04-2020,1,#,#,20,09-04-2020,po_number_10071,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,104.837,09-04-2020,po_number_10071,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,78.512,09-04-2020,po_number_10072,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,22800,09-04-2020,po_number_10072,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,09-04-2020,1,#,#,10,09-04-2020,po_number_10072,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,95.188,09-04-2020,po_number_10072,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,77.271,09-04-2020,po_number_10073,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,22400,09-04-2020,po_number_10073,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,09-04-2020,1,#,#,30,09-04-2020,po_number_10073,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,93.685,09-04-2020,po_number_10073,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,137.281,09-04-2020,po_number_10074,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,25660,09-04-2020,po_number_10074,po_item_1,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,09-04-2020,1,#,#,197.612,09-04-2020,po_number_10075,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,28000,09-04-2020,po_number_10075,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,09-04-2020,1,#,#,30,09-04-2020,po_number_10075,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,10-04-2020,1,#,#,182.195,10-04-2020,po_number_10076,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,10-04-2020,1,#,#,27980,10-04-2020,po_number_10076,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,10-04-2020,1,#,#,50,10-04-2020,po_number_10076,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,10-04-2020,1,#,#,109.32,10-04-2020,po_number_10077,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,10-04-2020,1,#,#,27280,10-04-2020,po_number_10077,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,10-04-2020,1,#,#,50,10-04-2020,po_number_10077,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,11-04-2020,1,#,#,21.03,11-04-2020,po_number_10078,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,11-04-2020,1,#,#,28000,11-04-2020,po_number_10078,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,11-04-2020,1,#,#,40,11-04-2020,po_number_10078,po_item_4,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,07-04-2020,1,#,#,188.804,07-04-2020,po_number_10079,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,07-04-2020,1,#,#,24480,07-04-2020,po_number_10079,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,07-04-2020,1,#,#,40,07-04-2020,po_number_10079,po_item_4,supplier_20,manufacturing_plant_4
material_18,03-05-2019,0,External,FALSE,03-05-2019,1,#,#,153.652,03-05-2019,po_number_1008,po_item_3,supplier_7,manufacturing_plant_2
material_20,25-04-2019,0,External,FALSE,03-05-2019,1,#,#,20840,03-05-2019,po_number_1008,po_item_1,supplier_37,manufacturing_plant_3
material_20,26-06-2019,0,External,FALSE,03-05-2019,1,#,#,20,03-05-2019,po_number_1008,po_item_5,supplier_37,manufacturing_plant_3
material_21,03-05-2019,0,External,FALSE,03-05-2019,1,#,#,52.423,03-05-2019,po_number_1008,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,11-04-2020,1,#,#,81.538,11-04-2020,po_number_10080,po_item_3,supplier_7,manufacturing_plant_2
material_8,02-04-2020,0,External,FALSE,11-04-2020,1,#,#,27600,11-04-2020,po_number_10080,po_item_1,supplier_20,manufacturing_plant_4
material_8,07-05-2020,0,External,FALSE,11-04-2020,1,#,#,40,11-04-2020,po_number_10080,po_item_4,supplier_20,manufacturing_plant_4
material_25,11-04-2020,0,External,FALSE,11-04-2020,1,#,#,77.528,11-04-2020,po_number_10081,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,11-04-2020,1,#,#,26360,11-04-2020,po_number_10081,po_item_1,supplier_20,manufacturing_plant_4
material_25,11-04-2020,0,External,FALSE,11-04-2020,1,#,#,80.615,11-04-2020,po_number_10082,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,11-04-2020,1,#,#,27400,11-04-2020,po_number_10082,po_item_1,supplier_20,manufacturing_plant_4
material_25,12-04-2020,0,External,FALSE,12-04-2020,1,#,#,83.231,12-04-2020,po_number_10083,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,12-04-2020,1,#,#,28340,12-04-2020,po_number_10083,po_item_1,supplier_20,manufacturing_plant_4
material_25,12-04-2020,0,External,FALSE,12-04-2020,1,#,#,83.613,12-04-2020,po_number_10084,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,12-04-2020,1,#,#,28460,12-04-2020,po_number_10084,po_item_1,supplier_20,manufacturing_plant_4
material_18,16-04-2020,0,External,FALSE,06-04-2020,1,#,#,77.513,06-04-2020,po_number_10085,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,06-04-2020,1,#,#,22500,06-04-2020,po_number_10085,po_item_1,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,06-04-2020,1,#,#,93.977,06-04-2020,po_number_10085,po_item_4,supplier_37,manufacturing_plant_3
material_18,16-04-2020,0,External,FALSE,06-04-2020,1,#,#,68.762,06-04-2020,po_number_10086,po_item_3,supplier_7,manufacturing_plant_2
material_20,02-04-2020,0,External,FALSE,06-04-2020,1,#,#,19940,06-04-2020,po_number_10086,po_item_1,supplier_37,manufacturing_plant_3
material_20,24-04-2020,0,External,FALSE,06-04-2020,1,#,#,20,06-04-2020,po_number_10086,po_item_5,supplier_37,manufacturing_plant_3
material_21,16-04-2020,0,External,FALSE,06-04-2020,1,#,#,83.368,06-04-2020,po_number_10086,po_item_4,supplier_37,manufacturing_plant_3
material_25,09-04-2020,0,External,FALSE,09-04-2020,1,#,#,81.526,09-04-2020,po_number_10087,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,27700,09-04-2020,po_number_10087,po_item_1,supplier_20,manufacturing_plant_4
material_25,09-04-2020,0,External,FALSE,09-04-2020,1,#,#,85.377,09-04-2020,po_number_10088,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,09-04-2020,1,#,#,29000,09-04-2020,po_number_10088,po_item_1,supplier_20,manufacturing_plant_4
material_25,10-04-2020,0,External,FALSE,10-04-2020,1,#,#,82.467,10-04-2020,po_number_10089,po_item_3,supplier_60,raw_materials_warehouse_1
material_8,02-04-2020,0,External,FALSE,10-04-2020,1,#,#,28020,10-04-2020,po_number_10089,po_item_1,supplier_20,manufacturing_plant_4
material_18,03-05-2019,0,External,FALSE,03-05-2019,1,#,#,161.253,03-05-2019,po_number_1009,po_item_3,supplier_7,manufacturing_plant_2
